survived,age,sibsp,parch,fare,class,sex_male,alone_True,embark_town_Cherbourg,embark_town_Queenstown,embark_town_Southampton
0,28.0,0,0,7.2292,3,True,True,True,False,False
0,40.5,0,0,7.75,3,True,True,False,True,False
1,50.0,0,0,10.5,2,False,True,False,False,True
0,28.0,0,0,111.18226250000001,1,True,True,False,False,True
0,39.0,0,0,7.925,3,True,True,False,False,True
0,23.0,2,1,11.5,2,True,False,False,False,True
1,2.0,1,1,26.0,2,False,False,False,False,True
0,28.0,0,0,7.2292,3,True,True,True,False,False
0,17.0,1,1,7.2292,3,True,False,True,False,False
1,28.0,0,2,22.3583,3,False,False,True,False,False
0,30.0,0,0,8.6625,3,False,True,False,False,True
1,7.0,0,2,26.25,2,False,False,False,False,True
0,45.0,0,0,26.55,1,True,True,False,False,True
1,30.0,0,0,106.425,1,False,True,True,False,False
0,28.0,0,0,14.5,3,True,True,False,False,True
1,22.0,0,2,49.5,1,False,False,True,False,False
1,36.0,0,2,71.0,1,False,False,False,False,True
0,9.0,4,2,31.275,3,False,False,False,False,True
0,11.0,4,2,31.275,3,False,False,False,False,True
1,32.0,1,0,26.0,2,True,False,False,False,True
0,50.0,1,0,106.425,1,True,False,True,False,False
0,64.0,0,0,26.0,1,True,True,False,False,True
1,19.0,1,0,26.0,2,False,False,False,False,True
1,28.0,0,0,13.8625,2,True,True,True,False,False
0,33.0,1,1,20.525,3,True,False,False,False,True
1,8.0,1,1,36.75,2,True,False,False,False,True
1,17.0,0,2,110.8833,1,True,False,True,False,False
0,27.0,0,0,26.0,2,True,True,False,False,True
0,28.0,0,0,7.8292,3,True,True,False,True,False
1,22.0,0,0,7.225,3,True,True,True,False,False
1,22.0,0,0,7.775,3,False,True,False,False,True
0,62.0,0,0,26.55,1,True,True,False,False,True
1,48.0,1,0,39.6,1,False,False,True,False,False
0,28.0,0,0,111.18226250000001,1,True,True,True,False,False
1,39.0,1,1,79.65,1,False,False,False,False,True
1,36.0,1,0,17.4,3,False,False,False,False,True
0,28.0,0,0,7.75,3,True,True,False,True,False
0,40.0,0,0,7.8958,3,True,True,False,False,True
0,28.0,0,0,13.5,2,True,True,False,False,True
0,28.0,0,0,8.05,3,True,True,False,False,True
0,28.0,0,0,8.05,3,False,True,False,False,True
0,24.0,2,0,24.15,3,True,False,False,False,True
0,19.0,0,0,7.8958,3,True,True,False,False,True
0,29.0,0,4,21.075,3,False,False,False,False,True
0,28.0,0,0,7.2292,3,True,True,True,False,False
1,32.0,0,0,7.8542,3,True,True,False,False,True
1,62.0,0,0,10.5,2,True,True,False,False,True
1,53.0,2,0,51.4792,1,False,False,False,False,True
1,36.0,0,0,26.3875,1,True,True,False,False,True
1,28.0,0,0,7.75,3,False,True,False,True,False
0,16.0,0,0,8.05,3,True,True,False,False,True
0,19.0,0,0,14.5,3,True,True,False,False,True
1,34.0,0,0,13.0,2,False,True,False,False,True
1,39.0,1,0,55.9,1,False,False,False,False,True
0,28.0,1,0,14.4583,3,False,False,True,False,False
1,32.0,0,0,7.925,3,True,True,False,False,True
1,25.0,1,1,30.0,2,False,False,False,False,True
1,39.0,1,1,110.8833,1,False,False,True,False,False
0,54.0,0,0,26.0,2,True,True,False,False,True
0,36.0,0,0,40.125,1,True,True,True,False,False
0,28.0,0,0,8.7125,3,True,True,True,False,False
1,18.0,0,2,79.65,1,False,False,False,False,True
0,47.0,0,0,15.0,2,True,True,False,False,True
1,60.0,1,1,79.2,1,True,False,True,False,False
0,22.0,0,0,8.05,3,True,True,False,False,True
0,28.0,0,0,8.05,3,True,True,False,False,True
0,35.0,0,0,7.125,3,True,True,False,False,True
1,52.0,1,0,78.2667,1,False,False,True,False,False
0,47.0,0,0,7.25,3,True,True,False,False,True
0,28.0,0,2,7.75,3,False,False,False,True,False
0,37.0,1,0,26.0,2,True,False,False,False,True
0,36.0,1,1,24.15,3,True,False,False,False,True
1,28.0,0,0,33.0,2,False,True,False,False,True
0,49.0,0,0,0.0,3,True,True,False,False,True
0,28.0,0,0,7.225,3,True,True,True,False,False
1,49.0,1,0,56.9292,1,True,False,True,False,False
1,24.0,2,1,27.0,2,False,False,False,False,True
0,28.0,0,0,7.8958,3,True,True,False,False,True
0,28.0,0,0,42.4,1,True,True,False,False,True
0,44.0,0,0,8.05,3,True,True,False,False,True
1,35.0,0,0,26.55,1,True,True,True,False,False
0,36.0,1,0,15.55,3,True,False,False,False,True
0,30.0,0,0,7.8958,3,True,True,False,False,True
1,27.0,0,0,30.5,1,True,True,False,False,True
1,22.0,1,2,41.5792,2,False,False,True,False,False
1,40.0,0,0,111.18226250000001,1,False,True,False,False,True
0,39.0,1,5,31.275,3,False,False,False,False,True
0,28.0,0,0,7.05,3,True,True,False,False,True
1,28.0,1,0,15.5,3,False,False,False,True,False
0,28.0,0,0,7.75,3,True,True,False,True,False
0,35.0,0,0,8.05,3,True,True,False,False,True
1,24.0,1,2,65.0,2,False,False,False,False,True
0,34.0,1,1,14.4,3,True,False,False,False,True
0,26.0,1,0,16.1,3,False,False,False,False,True
1,4.0,2,1,39.0,2,False,False,False,False,True
0,26.0,0,0,10.5,2,True,True,False,False,True
0,27.0,1,0,14.4542,3,True,False,True,False,False
1,42.0,1,0,52.5542,1,True,False,False,False,True
1,20.0,1,1,15.7417,3,True,False,True,False,False
0,21.0,0,0,7.8542,3,True,True,False,False,True
0,21.0,0,0,16.1,3,True,True,False,False,True
0,61.0,0,0,32.3208,1,True,True,False,False,True
0,57.0,0,0,12.35,2,True,True,False,True,False
1,21.0,0,0,77.9583,1,False,True,False,False,True
0,26.0,0,0,7.8958,3,True,True,False,False,True
0,28.0,0,0,7.7333,3,True,True,False,True,False
1,80.0,0,0,30.0,1,True,True,False,False,True
0,51.0,0,0,7.0542,3,True,True,False,False,True
1,32.0,0,0,30.5,1,True,True,True,False,False
0,28.0,0,0,0.0,1,True,True,False,False,True
0,9.0,3,2,27.9,3,False,False,False,False,True
1,28.0,0,0,13.0,2,False,True,False,False,True
0,32.0,0,0,7.925,3,True,True,False,False,True
0,31.0,1,1,26.25,2,True,False,False,False,True
0,41.0,0,5,39.6875,3,False,False,False,False,True
0,28.0,1,0,16.1,3,True,False,False,False,True
0,20.0,0,0,7.8542,3,True,True,False,False,True
1,24.0,0,0,69.3,1,False,True,True,False,False
0,2.0,3,2,27.9,3,False,False,False,False,True
1,28.0,0,0,56.4958,3,True,True,False,False,True
1,0.75,2,1,19.2583,3,False,False,True,False,False
1,48.0,1,0,76.7292,1,True,False,True,False,False
0,19.0,0,0,7.8958,3,True,True,False,False,True
1,56.0,0,0,35.5,1,True,True,True,False,False
0,28.0,0,0,7.55,3,True,True,False,False,True
1,23.0,0,0,7.55,3,False,True,False,False,True
0,28.0,0,0,7.8958,3,True,True,False,False,True
1,18.0,0,1,23.0,2,False,False,False,False,True
0,21.0,0,0,8.4333,3,True,True,False,False,True
1,28.0,0,0,7.8292,3,False,True,False,True,False
0,18.0,0,0,6.75,3,False,True,False,True,False
0,24.0,2,0,73.5,2,True,False,False,False,True
0,28.0,0,0,7.8958,3,True,True,False,False,True
0,32.0,1,1,15.5,3,False,False,False,True,False
0,23.0,0,0,13.0,2,True,True,False,False,True
0,58.0,0,2,111.18226250000001,1,True,False,True,False,False
1,50.0,2,0,111.18226250000001,1,True,False,False,False,True
0,40.0,0,0,7.225,3,True,True,True,False,False
0,47.0,0,0,25.5875,1,True,True,False,False,True
0,36.0,0,0,7.4958,3,True,True,False,False,True
1,20.0,1,0,7.925,3,True,False,False,False,True
0,32.0,2,0,73.5,2,True,False,False,False,True
0,25.0,0,0,13.0,2,True,True,False,False,True
0,28.0,0,0,7.775,3,True,True,False,False,True
0,43.0,0,0,8.05,3,True,True,False,False,True
1,28.0,1,0,52.0,1,False,False,False,False,True
1,40.0,1,1,39.0,2,False,False,False,False,True
0,31.0,1,0,52.0,1,True,False,False,False,True
0,70.0,0,0,10.5,2,True,True,False,False,True
1,31.0,0,0,13.0,2,True,True,False,False,True
0,28.0,0,0,0.0,2,True,True,False,False,True
0,18.0,0,0,7.775,3,True,True,False,False,True
0,24.5,0,0,8.05,3,True,True,False,False,True
1,18.0,0,0,9.8417,3,False,True,False,False,True
0,43.0,1,6,46.9,3,False,False,False,False,True
1,36.0,0,1,111.18226250000001,1,True,False,True,False,False
0,28.0,0,0,8.1375,3,False,True,False,True,False
1,27.0,0,0,76.7292,1,True,True,True,False,False
0,20.0,0,0,9.225,3,True,True,False,False,True
0,14.0,5,2,46.9,3,True,False,False,False,True
0,60.0,1,1,39.0,2,True,False,False,False,True
0,25.0,1,2,41.5792,2,True,False,True,False,False
0,14.0,4,1,39.6875,3,True,False,False,False,True
0,19.0,0,0,10.1708,3,True,True,False,False,True
0,18.0,0,0,7.7958,3,True,True,False,False,True
1,15.0,0,1,111.18226250000001,1,False,False,False,False,True
1,31.0,1,0,57.0,1,True,False,False,False,True
1,4.0,0,1,13.4167,3,False,False,True,False,False
1,28.0,0,0,56.4958,3,True,True,False,False,True
0,25.0,0,0,7.225,3,True,True,True,False,False
0,60.0,0,0,26.55,1,True,True,False,False,True
0,52.0,0,0,13.5,2,True,True,False,False,True
0,44.0,0,0,8.05,3,True,True,False,False,True
1,28.0,0,0,7.7333,3,False,True,False,True,False
0,49.0,1,1,110.8833,1,True,False,True,False,False
0,42.0,0,0,7.65,3,True,True,False,False,True
1,18.0,1,0,111.18226250000001,1,False,False,True,False,False
1,35.0,0,0,26.2875,1,True,True,False,False,True
0,18.0,0,1,14.4542,3,False,False,True,False,False
0,25.0,0,0,7.7417,3,True,True,False,True,False
0,26.0,1,0,7.8542,3,True,False,False,False,True
0,39.0,0,0,26.0,2,True,True,False,False,True
1,45.0,0,0,13.5,2,False,True,False,False,True
1,42.0,0,0,26.2875,1,True,True,False,False,True
1,22.0,0,0,111.18226250000001,1,False,True,False,False,True
1,28.0,1,1,15.2458,3,True,False,True,False,False
1,24.0,0,0,49.5042,1,False,True,True,False,False
0,28.0,0,0,26.55,1,True,True,False,False,True
1,48.0,1,0,52.0,1,True,False,False,False,True
0,29.0,0,0,9.4833,3,True,True,False,False,True
0,52.0,0,0,13.0,2,True,True,False,False,True
0,19.0,0,0,7.65,3,True,True,False,False,True
1,38.0,0,0,111.18226250000001,1,False,True,True,False,False
1,27.0,0,0,10.5,2,False,True,False,False,True
0,28.0,0,0,15.5,3,True,True,False,True,False
0,33.0,0,0,7.775,3,True,True,False,False,True
1,6.0,0,1,33.0,2,False,False,False,False,True
0,17.0,1,0,7.0542,3,True,False,False,False,True
0,34.0,0,0,13.0,2,True,True,False,False,True
0,50.0,0,0,13.0,2,True,True,False,False,True
1,27.0,1,0,53.1,1,True,False,False,False,True
0,20.0,0,0,8.6625,3,True,True,False,False,True
1,30.0,3,0,21.0,2,False,False,False,False,True
1,28.0,0,0,7.7375,3,False,True,False,True,False
0,25.0,1,0,26.0,2,True,False,False,False,True
0,25.0,1,0,7.925,3,False,False,False,False,True
1,29.0,0,0,111.18226250000001,1,False,True,False,False,True
0,11.0,0,0,18.7875,3,True,True,True,False,False
0,28.0,0,0,0.0,2,True,True,False,False,True
0,23.0,0,0,13.0,2,True,True,False,False,True
0,23.0,0,0,13.0,2,True,True,False,False,True
0,28.5,0,0,16.1,3,True,True,False,False,True
0,48.0,1,3,34.375,3,False,False,False,False,True
1,35.0,0,0,111.18226250000001,1,True,True,True,False,False
0,28.0,0,0,7.8958,3,True,True,False,False,True
0,28.0,0,0,7.8958,3,True,True,False,False,True
1,28.0,0,0,30.0,1,True,True,False,False,True
0,36.0,1,0,78.85,1,True,False,False,False,True
1,21.0,2,2,111.18226250000001,1,False,False,True,False,False
0,24.0,1,0,16.1,3,True,False,False,False,True
1,31.0,0,0,7.925,3,True,True,False,False,True
0,70.0,1,1,71.0,1,True,False,False,False,True
0,16.0,1,1,20.25,3,True,False,False,False,True
1,30.0,0,0,13.0,2,False,True,False,False,True
0,19.0,1,0,53.1,1,True,False,False,False,True
0,31.0,0,0,7.75,3,True,True,False,True,False
1,4.0,1,1,23.0,2,False,False,False,False,True
1,6.0,0,1,12.475,3,True,False,False,False,True
0,33.0,0,0,9.5,3,True,True,False,False,True
0,23.0,0,0,7.8958,3,True,True,False,False,True
1,48.0,1,2,65.0,2,False,False,False,False,True
1,0.67,1,1,14.5,2,True,False,False,False,True
0,28.0,0,0,7.7958,3,True,True,False,False,True
0,18.0,0,0,11.5,2,True,True,False,False,True
0,34.0,0,0,8.05,3,True,True,False,False,True
1,33.0,0,0,86.5,1,False,True,False,False,True
0,28.0,0,0,14.5,3,True,True,False,False,True
0,41.0,0,0,7.125,3,True,True,False,False,True
1,20.0,0,0,7.2292,3,True,True,True,False,False
1,36.0,1,2,111.18226250000001,1,False,False,False,False,True
0,16.0,0,0,7.775,3,True,True,False,False,True
1,51.0,1,0,77.9583,1,False,False,False,False,True
0,28.0,0,0,39.6,1,True,True,True,False,False
0,30.5,0,0,7.75,3,False,True,False,True,False
0,28.0,1,0,24.15,3,True,False,False,True,False
0,32.0,0,0,8.3625,3,True,True,False,False,True
0,24.0,0,0,9.5,3,True,True,False,False,True
0,48.0,0,0,7.8542,3,True,True,False,False,True
0,57.0,0,0,10.5,2,False,True,False,False,True
0,28.0,0,0,7.225,3,True,True,True,False,False
1,54.0,1,3,23.0,2,False,False,False,False,True
0,18.0,0,0,7.75,3,True,True,False,False,True
0,28.0,0,0,7.75,3,True,True,False,True,False
1,5.0,0,0,12.475,3,False,True,False,False,True
0,28.0,0,0,7.7375,3,True,True,False,True,False
1,43.0,0,1,111.18226250000001,1,False,False,False,False,True
1,13.0,0,0,7.2292,3,False,True,True,False,False
1,17.0,1,0,57.0,1,False,False,False,False,True
0,29.0,0,0,30.0,1,True,True,False,False,True
0,28.0,1,2,23.45,3,True,False,False,False,True
0,25.0,0,0,7.05,3,True,True,False,False,True
0,25.0,0,0,7.25,3,True,True,False,False,True
1,18.0,0,0,7.4958,3,False,True,False,False,True
0,8.0,4,1,29.125,3,True,False,False,True,False
1,1.0,1,2,20.575,3,True,False,False,False,True
0,46.0,0,0,79.2,1,True,True,True,False,False
0,28.0,0,0,7.75,3,True,True,False,True,False
0,16.0,0,0,26.0,2,True,True,False,False,True
0,28.0,8,2,69.55,3,False,False,False,False,True
0,28.0,0,0,30.6958,1,True,True,True,False,False
0,25.0,0,0,7.8958,3,True,True,False,False,True
0,39.0,0,0,13.0,2,True,True,False,False,True
1,49.0,0,0,25.9292,1,False,True,False,False,True
1,31.0,0,0,8.6833,3,False,True,False,False,True
0,30.0,0,0,7.2292,3,True,True,True,False,False
0,30.0,1,1,24.15,3,False,False,False,False,True
0,34.0,0,0,13.0,2,True,True,False,False,True
1,31.0,1,1,26.25,2,False,False,False,False,True
1,11.0,1,2,111.18226250000001,1,True,False,False,False,True
1,0.42,0,1,8.5167,3,True,False,True,False,False
1,27.0,0,0,6.975,3,True,True,False,False,True
0,31.0,0,0,7.775,3,True,True,False,False,True
0,39.0,0,0,0.0,1,True,True,False,False,True
0,18.0,0,0,7.775,3,False,True,False,False,True
0,39.0,0,0,13.0,2,True,True,False,False,True
1,33.0,1,0,53.1,1,False,False,False,False,True
0,26.0,0,0,7.8875,3,True,True,False,False,True
0,39.0,0,0,24.15,3,True,True,False,False,True
0,35.0,0,0,10.5,2,True,True,False,False,True
0,6.0,4,2,31.275,3,False,False,False,False,True
0,30.5,0,0,8.05,3,True,True,False,False,True
0,28.0,0,0,0.0,1,True,True,False,False,True
0,23.0,0,0,7.925,3,False,True,False,False,True
0,31.0,1,1,37.0042,2,True,False,True,False,False
0,43.0,0,0,6.45,3,True,True,False,False,True
0,10.0,3,2,27.9,3,True,False,False,False,True
1,52.0,1,1,93.5,1,False,False,False,False,True
1,27.0,0,0,8.6625,3,True,True,False,False,True
0,38.0,0,0,0.0,1,True,True,False,False,True
1,27.0,0,1,12.475,3,False,False,False,False,True
0,2.0,4,1,39.6875,3,True,False,False,False,True
0,28.0,0,0,6.95,3,True,True,False,True,False
0,28.0,0,0,56.4958,3,True,True,False,False,True
1,1.0,0,2,37.0042,2,True,False,True,False,False
1,28.0,0,0,7.75,3,True,True,False,True,False
1,15.0,1,0,14.4542,3,False,False,True,False,False
1,0.83,1,1,18.75,2,True,False,False,False,True
0,28.0,0,0,7.2292,3,True,True,True,False,False
0,23.0,0,0,7.8542,3,True,True,False,False,True
0,18.0,0,0,8.3,3,True,True,False,False,True
1,39.0,1,1,83.1583,1,False,False,True,False,False
0,21.0,0,0,8.6625,3,True,True,False,False,True
0,28.0,0,0,8.05,3,True,True,False,False,True
1,32.0,0,0,56.4958,3,True,True,False,False,True
1,28.0,0,0,29.7,1,True,True,True,False,False
0,20.0,0,0,7.925,3,True,True,False,False,True
0,16.0,0,0,10.5,2,True,True,False,False,True
1,30.0,0,0,31.0,1,False,True,True,False,False
0,34.5,0,0,6.4375,3,True,True,True,False,False
0,17.0,0,0,8.6625,3,True,True,False,False,True
0,42.0,0,0,7.55,3,True,True,False,False,True
0,28.0,8,2,69.55,3,True,False,False,False,True
0,35.0,0,0,7.8958,3,True,True,True,False,False
0,28.0,0,1,33.0,2,True,False,False,False,True
1,28.0,1,0,89.1042,1,False,False,True,False,False
0,4.0,4,2,31.275,3,True,False,False,False,True
0,74.0,0,0,7.775,3,True,True,False,False,True
0,9.0,1,1,15.2458,3,False,False,True,False,False
1,16.0,0,1,39.4,1,False,False,False,False,True
0,44.0,1,0,26.0,2,False,False,False,False,True
1,18.0,0,1,9.35,3,False,False,False,False,True
1,45.0,1,1,111.18226250000001,1,False,False,False,False,True
1,51.0,0,0,26.55,1,True,True,False,False,True
1,24.0,0,3,19.2583,3,False,False,True,False,False
0,28.0,0,0,7.2292,3,True,True,True,False,False
0,41.0,2,0,14.1083,3,True,False,False,False,True
0,21.0,1,0,11.5,2,True,False,False,False,True
1,48.0,0,0,25.9292,1,False,True,False,False,True
0,28.0,8,2,69.55,3,False,False,False,False,True
0,24.0,0,0,13.0,2,True,True,False,False,True
1,42.0,0,0,13.0,2,False,True,False,False,True
1,27.0,1,0,13.8583,2,False,False,True,False,False
0,31.0,0,0,50.4958,1,True,True,False,False,True
0,28.0,0,0,9.5,3,True,True,False,False,True
1,4.0,1,1,11.1333,3,True,False,False,False,True
0,26.0,0,0,7.8958,3,True,True,False,False,True
1,47.0,1,1,52.5542,1,False,False,False,False,True
0,33.0,0,0,5.0,1,True,True,False,False,True
0,47.0,0,0,9.0,3,True,True,False,False,True
1,28.0,1,0,24.0,2,False,False,True,False,False
1,15.0,0,0,7.225,3,False,True,True,False,False
0,20.0,0,0,9.8458,3,True,True,False,False,True
0,19.0,0,0,7.8958,3,True,True,False,False,True
0,28.0,0,0,7.8958,3,True,True,False,False,True
1,56.0,0,1,83.1583,1,False,False,True,False,False
1,25.0,0,1,26.0,2,False,False,False,False,True
0,33.0,0,0,7.8958,3,True,True,False,False,True
0,22.0,0,0,10.5167,3,False,True,False,False,True
0,28.0,0,0,10.5,2,True,True,False,False,True
0,25.0,0,0,7.05,3,True,True,False,False,True
0,39.0,0,5,29.125,3,False,False,False,True,False
0,27.0,0,0,13.0,2,True,True,False,False,True
1,19.0,0,0,30.0,1,False,True,False,False,True
0,28.0,1,2,23.45,3,False,False,False,False,True
1,26.0,0,0,30.0,1,True,True,True,False,False
0,32.0,0,0,7.75,3,True,True,False,True,False
